identifier,wiki_url,wiki_snapshot,english_description,chinese_description
DEFAULT_PT_LOVE,https://powdertoy.co.uk/Wiki/W/Elements:Special/zh.html,20260315022808,"A hidden decorative element that draws the LOVE pattern. It has no chemistry or engineering role beyond preserving the original novelty effect. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",用于绘制 LOVE 图案的隐藏装饰元素。除保留原有趣味效果外，它没有化学或工程用途。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_DEUT,https://powdertoy.co.uk/Wiki/W/Elements:Radioactive/zh.html,20240424211836,"Deuterium oxide. Gets more concentrated when cold, explodes with neutrons or protons. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","重水,热胀冷缩,会被中子激发。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_WARP,https://powdertoy.co.uk/Wiki/W/Elements:Radioactive/zh.html,20240424211836,"Displaces other elements. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","迁跃粉,传送时会产生ELEC。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_PUMP,https://powdertoy.co.uk/Wiki/W/Elements:Powered_materials/zh.html,20251212130500,"Pressure pump. Changes pressure to its temp when activated. (use HEAT/COOL). The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","压力泵,激活时改变使周围压力变为自身温度值,可用HEAT/COOL控制。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_FWRK,https://powdertoy.co.uk/Wiki/W/Elements:Explosives/zh.html,20260107145511,"Original version of fireworks, activated by heat/neutrons. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","传统烟花,用中子或热量(200C)爆炸,比烟花(FIRW)升的更高,但火焰苍白。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_PIPE,https://powdertoy.co.uk/Wiki/W/Elements:Force/zh.html,20251103163404,"PIPE, moves particles around. Once the BRCK generates, erase some for the exit. Then the PIPE generates and is usable. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","动力管,可以用于向一个方向运输物质,自带动力,放置完毕后会在周围自动出现一圈砖块。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_FRZZ,https://powdertoy.co.uk/Wiki/W/Elements:Powders/zh.html,20260315022917,"Freeze powder. When melted, forms ice that always cools. Spreads with regular water. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","寒尘,冷粉末,能立即冻住水,能将水转变成寒水。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_FRZW,https://powdertoy.co.uk/Wiki/W/Element:FRZW.html,20240228101644,An extremely cold hidden liquid produced when freeze powder melts or converts water. It spreads by turning neighbouring WATR into more FRZW and does not extinguish fire like ordinary water. As its life expires it has an increasing chance to become FRZW-typed ice while dropping its temperature by 200 K; below 53 K it also freezes directly into typed ice.,一种极冷的隐藏液体，由寒尘熔化或寒尘转化水时产生。它会把邻近 WATR 继续转成 FRZW，但不像普通水那样灭火。随着 life 归零，它越来越可能凝固成带 FRZW 类型的冰，并在相变时再降温 200 K；低于 53 K 时也会直接冻结成对应类型的冰。
DEFAULT_PT_GRAV,https://powdertoy.co.uk/Wiki/W/Elements:Powders/zh.html,20260315022917,"Very light dust. Changes colour based on velocity. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","引力尘,十分轻的粉末,几乎无视重力,随着速度改变颜色。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_BIZR,https://powdertoy.co.uk/Wiki/W/Elements:Liquids/zh.html,20240528002851,"A bizarre liquid with reversed phase behaviour: it becomes gaseous BIZRG below 100 K and solid BIZRS above 400 K. When given a decoration colour it gradually blends that colour into nearby non-bizarre particles over a five-by-five area. Photons passing through the bizarre family can be converted into electrons, enabling unusual optical and electrical effects.",一种相变规律颠倒的奇异液体：低于 100 K 会变成气态 BIZRG，高于 400 K 会变成固态 BIZRS。设置装饰色后，它会在五乘五邻域内逐步把该颜色混入其他非奇异粒子。光子穿过奇异物质家族时可转成电子，因此能产生特殊的光电效果。
DEFAULT_PT_BIZRG,https://powdertoy.co.uk/Wiki/W/Elements:Gases/zh.html,20250825170646,"The gaseous phase of bizarre matter. Its phase ordering is reversed: cooling BIZR makes BIZG, while sufficient heating moves the family toward solid BIZS. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",奇异物质的气态相，其相变顺序与常规物质相反：冷却 BIZR 会形成 BIZG，而充分加热则会使该家族趋向固态 BIZS。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_BIZRS,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"The solid phase of bizarre matter, formed at the hot end of the family's reversed phase sequence. Cooling it returns the material toward BIZR and BIZG. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",奇异物质的固态相，出现在该家族反常相变序列的高温端；冷却后会依次回到 BIZR 和 BIZG。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_INST,https://powdertoy.co.uk/Wiki/W/Elements:Electronics/zh.html,20260521203740,"Instantly conducts, PSCN to charge, NSCN to take. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","瞬时导体,导电速度和导电墙相同,只能通过P型硅输入电脉冲,N型硅和GOLD输出电脉冲。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_ISOZ,https://powdertoy.co.uk/Wiki/W/Elements:Radioactive/zh.html,20240424211836,"Isotope-Z. Radioactive liquid, decays into photons when touching PHOT or under negative pressure. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","同位素-Z,放射性液体,可以被光子或负压激发会释放出更多的光子。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_ISZS,https://powdertoy.co.uk/Wiki/W/Elements:Radioactive/zh.html,20240424211836,"Solid form of ISOZ, slowly decays into PHOT. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","固态同位素,会随时间流逝慢慢衰减成光子,负压会加快衰变速度。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_PRTI,https://powdertoy.co.uk/Wiki/W/Elements:Special/zh.html,20260315022808,"Portal IN. Particles go in here. Also has temperature dependent channels. (same as WIFI). The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","传送门入口,可以传送物质和电脉冲,和WIFI相似,通过改变自身温度可以产生不同频道。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_PRTO,https://powdertoy.co.uk/Wiki/W/Elements:Special/zh.html,20260315022808,"Portal OUT. Particles come out here. Also has temperature dependent channels. (same as WIFI). The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","传送门出口,和传送门入口(PRTI)配套,物质从这里出来,形成正压力。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_PSTE,https://powdertoy.co.uk/Wiki/W/Elements:Liquids/zh.html,20240528002851,"A dense colloidal paste that remains liquid at ordinary conditions. Pressure above 0.5 hardens it into solid PSTS, while heating above 747 K bakes it directly into BRCK. GEL can remove water from paste and replace it with clay dust, providing a separate drying route from pressure hardening or high-temperature firing.",一种在常温常压下保持液态的稠密胶体浆糊。压力超过 0.5 时会硬化成固态 PSTS，加热超过 747 K 则会直接烧结成 BRCK。GEL 还能从浆糊中吸走水分并把它转成黏土尘，形成区别于加压硬化和高温烧制的另一条干燥路径。
DEFAULT_PT_PSTS,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Solid paste formed when liquid PSTE hardens under pressure. It remains a solid building material and can be baked into BRCK at high temperature. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",液态浆糊 PSTE 受压硬化后形成的固态浆糊，可作为固体建材使用；继续高温加热会烧结成 BRCK。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_ANAR,https://powdertoy.co.uk/Wiki/W/Elements:Powders/zh.html,20260315022917,"Anti-air. Very light gravity-defying dust. Burns cold instead of hot. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","反引力尘,十分轻的粉尘,遵循相反的引力/压力/速度/温度定律。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_VINE,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Vine, can grow along WOOD. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","藤蔓,吸水生长,中心部分是PLNT。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_INVIS,https://powdertoy.co.uk/Wiki/W/Elements:Sensors/zh.html,20260516082540,"A pressure-sensitive solid that becomes invisible and allows particles through when the pressure threshold is reached. It is distinct from the destructive VOID. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",达到压力阈值后会隐形并允许粒子通过的传感固体，与会删除物质的 VOID 完全不同。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_116,https://powdertoy.co.uk/Wiki/W/Elements:Special/zh.html,20260315022808,"A failed shared velocity test. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",失败的共享速度测试。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_SPAWN2,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"STK2 spawn point. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",STKM2 出生点。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_SPAWN,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"STKM spawn point. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",STKM 出生点。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_SHLD1,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Shield. Grows around spark, broken by pressure. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","自修复膜,通电时会自动生长出保护膜。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_SHLD2,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Shield lvl 2. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","自修复膜 Lv.2,通电时会自动生长出保护膜。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_SHLD3,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Shield lvl 3. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","自修复膜 Lv.3,通电时会自动生长出保护膜。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_SHLD4,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Shield lvl 4. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","自修复膜 Lv.4,通电时会自动生长出保护膜。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_LOLZ,https://powdertoy.co.uk/Wiki/W/Elements:Special/zh.html,20260315022808,"A hidden decorative element that draws the LOLZ pattern. It is retained as a novelty and does not represent a physical material. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",用于绘制 LOLZ 图案的隐藏装饰元素，作为趣味内容保留，不代表真实物质。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_WIFI,https://powdertoy.co.uk/Wiki/W/Elements:Electronics/zh.html,20260521203740,"Wireless transmitter, transfers spark to any other wifi on the same temperature channel. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","WI-FI,无线转移电脉冲可使用大多数导电物质输入电脉冲(除了N型硅)只能由N型硅P型硅INWR输出电脉冲。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_FILT,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Filter. Changes color of PHOT and BIZR. Color depends on temperature. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","滤镜,能改变通过光子的颜色。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_ARAY,https://powdertoy.co.uk/Wiki/W/Elements:Electronics/zh.html,20260521203740,"Ray Emitter. Rays create points when they collide. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","A射线发射器,射线碰撞时产生BRAY。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_BRAY,https://powdertoy.co.uk/Wiki/W/Elements:Electronics/zh.html,20260521203740,"The beam particle created by ARAY and several ray devices. Its colour and life encode the beam mode; depending on that mode it can conduct, erase, or interact with other electronics before expiring. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.",由 ARAY 等射线装置生成的束流粒子，颜色和 life 记录射线模式；不同模式可传导、擦除或与其他电子元件交互，随后自行消失。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。
DEFAULT_PT_STKM2,https://powdertoy.co.uk/Wiki/W/Elements:Special/zh.html,20260315022808,"Second stickman. Don't kill him! Control with wasd. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","火柴人,受重力和压力影响,使用WSAD来控制其运动,其余和STKM相同。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_BOMB,https://powdertoy.co.uk/Wiki/W/Elements:Explosives/zh.html,20260107145511,"Bomb. Explodes and destroys all surrounding particles when it touches something. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","炸药,爆炸并摧毁周围的所有粒子。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_C5,https://powdertoy.co.uk/Wiki/W/Elements:Explosives/zh.html,20260107145511,"Cold explosive, set off by anything cold. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","C5低温炸弹,任何寒冷的物质都能引爆。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_SING,https://powdertoy.co.uk/Wiki/W/Elements:Radioactive/zh.html,20240424211836,"Singularity. Creates huge amounts of negative pressure and destroys everything. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","奇点,会产生超低压的粉末,可以破坏其它物质,本质上是粉末状的黑洞。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_QRTZ,https://powdertoy.co.uk/Wiki/W/Elements:Solids/zh.html,20250830155822,"Quartz, breakable mineral. Conducts but becomes brittle when cold. Scatters photons. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","石英,接近绝对零度时会变得很脆并碎裂成PQRT,允许一部分PHOT通过并散射掉另一部分。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_PQRT,https://powdertoy.co.uk/Wiki/W/Elements:Powders/zh.html,20260315022917,"Powdered quartz, broken form of QRTZ. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","石英砂,可以熔化,QRTZ的破碎形式。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_EMP,https://powdertoy.co.uk/Wiki/W/Elements:Electronics/zh.html,20260521203740,"Electromagnetic pulse. Breaks activated electronics. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","电磁脉冲武器,会随机摧毁所有正在工作(通电)的电子产品。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_BREC,https://powdertoy.co.uk/Wiki/W/Elements:Powders/zh.html,20260315022917,"Broken electronics. Formed from EMP blasts, and when constantly sparked while under pressure, turns to EXOT. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","破碎的电子元件,在压力下变成EXOT。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_ELEC,https://powdertoy.co.uk/Wiki/W/Elements:Radioactive/zh.html,20240424211836,"Electrons. Sparks electronics, reacts with NEUT and WATR. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","电子,与中子(NEUT)和水反应。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_ACEL,https://powdertoy.co.uk/Wiki/W/Elements:Force/zh.html,20251103163404,"Accelerator, speeds up nearby elements. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","加速器,加速附近元素。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_DCEL,https://powdertoy.co.uk/Wiki/W/Elements:Force/zh.html,20251103163404,"Decelerator, slows down nearby elements. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","减速器,使能量粒子减速。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_BANG,https://powdertoy.co.uk/Wiki/W/Elements:Explosives/zh.html,20260107145511,"TNT, explodes all at once. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","TNT,瞬间爆炸。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
DEFAULT_PT_IGNT,https://powdertoy.co.uk/Wiki/W/Elements:Explosives/zh.html,20260107145511,"Ignition cord. Burns slowly with fire and sparks. The Simulation Properties section below is read from this build and lists spawn temperature, heat transfer, heat capacity, weight, gravity, hardness, flammability, explosiveness, conductivity, neutron absorption, and every configured pressure or temperature transition.","导火索,电脉冲或者明火或者达到燃烧点都能点燃它。 下方“模拟属性”直接读取当前构建，列出生成温度、导热、热容量、重量、重力、耐蚀性、可燃性、爆炸性、导电、中子吸收以及全部温度和压力相变；实际玩法以这些参数和当前源码为准。"
