identifier,display_code,english_name,chinese_name,source_mod,source_id,stable_id,menu_category,element_state,default_enabled,duplicate_of,save_compatibility,implementation_status,test_status,is_duplicate,meson_name,source_file,source_commit,english_description,chinese_description,license,notes,code,zh_name,en_name,module,source,production,uses,hazards,controls,cleanup,status,tests
OMNI_PT_RU,RUTH,Ruthenium,钌,TPT-ZH-OmniPack/original,396,396,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,RU,src/simulation/elements/RU.cpp,b26112f95c08d9daa252e54f65c6e26a05cd17e9,Ruthenium: Hard platinum-group metal that catalyses nearby hot hydrogen and oxygen into water without being consumed.,钌：硬质铂族金属，可在自身不被消耗的情况下催化附近高温氢气和氧气生成水。,GPL-3.0-only,Original second-transition-series implementation with a bounded local catalyst route.,RUTH,钌,Ruthenium,periodic,TPT-ZH-OmniPack/original,Direct placement cooling typed LAVA(RU) or bounded technetium decay.,Hydrogen oxidation catalyst refractory conductor and corrosion experiments.,Hydrogen oxygen heat acid and high-temperature metal vapour require ignition control.,Remove hydrogen oxygen acid and heat while preserving the catalyst.,Cool typed lava or recover typed ruthenium scrap.,implemented,runtime-tested
OMNI_PT_RH,RHOD,Rhodium,铑,TPT-ZH-OmniPack/original,397,397,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,RH,src/simulation/elements/RH.cpp,b26112f95c08d9daa252e54f65c6e26a05cd17e9,Rhodium: Corrosion-resistant platinum-group metal that catalyses hydrogen oxidation at a lower temperature than ruthenium.,铑：耐腐蚀铂族金属，可在比钌更低的温度下催化氢气氧化。,GPL-3.0-only,Original second-transition-series implementation with a lower-temperature bounded catalyst route.,RHOD,铑,Rhodium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(RH) below 2237 K.,Low-temperature hydrogen oxidation catalyst corrosion resistance and phase-change experiments.,Hydrogen oxygen heat acid molten metal and vapour require ignition control.,Remove hydrogen oxygen acid and heat while preserving the catalyst.,Cool typed lava or recover typed rhodium scrap.,implemented,runtime-tested
OMNI_PT_PD,PALL,Palladium,钯,TPT-ZH-OmniPack/original,398,398,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,PD,src/simulation/elements/PD.cpp,b26112f95c08d9daa252e54f65c6e26a05cd17e9,Palladium: Conductive platinum-group metal that stores up to four local hydrogen particles and releases them again above 500 K.,钯：导电铂族金属，可储存最多四个局部氢气粒子，并在 500 K 以上重新释放。,GPL-3.0-only,Original second-transition-series implementation with bounded local hydrogen storage.,PALL,钯,Palladium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(PD) below 1828 K.,Reversible hydrogen storage conductive catalyst-material and phase-change experiments.,Released hydrogen hot metal acid oxygen and vapour require ignition and pressure control.,Keep loaded palladium below 500 K until controlled release is intended.,Vent released hydrogen or cool and reuse the palladium.,implemented,runtime-tested
OMNI_PT_AG,SILV,Silver,银,TPT-ZH-OmniPack/original,399,399,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,AG,src/simulation/elements/AG.cpp,b26112f95c08d9daa252e54f65c6e26a05cd17e9,Silver: Extremely conductive soft metal that forms recoverable dark recoverable scrap when warmed beside sulfur.,银：导电性极高的软金属，在硫附近加热时会形成可回收的暗色可回收碎料。,GPL-3.0-only,Original second-transition-series implementation informed by the catalogued chem_mod_lua silver concept without copying unverified code.,SILV,银,Silver,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(AG) below 1234.93 K.,High-conductivity tarnish sulfur corrosion and phase-change experiments.,Sulfur hot metal acid oxygen and vapour require sealed temperature-controlled handling.,Remove sulfur acid oxygen and heat to stop further reaction.,Remelt valid typed silver scrap or cool typed lava.,implemented,runtime-tested
OMNI_PT_CD,CADM,Cadmium,镉,TPT-ZH-OmniPack/original,400,400,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,CD,src/simulation/elements/CD.cpp,b26112f95c08d9daa252e54f65c6e26a05cd17e9,Cadmium: Toxic low-melting conductive metal that absorbs neutrons and reacts readily with warm acid or oxygen.,镉：有毒低熔点导电金属，可吸收中子，并易与温热酸液或氧气反应。,GPL-3.0-only,Original second-transition-series implementation with neutron absorption and bounded chemistry.,CADM,镉,Cadmium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(CD) below 594.22 K.,Neutron absorption low-melting conductor corrosion oxidation and shielding experiments.,Deadly contact acid hydrogen hot oxygen molten cadmium and vapour require sealed handling.,Use sealed containment and remove acid oxygen neutron sources and heat.,Cool typed lava or recover typed cadmium scrap and vent hydrogen.,implemented,runtime-tested
OMNI_PT_IN,INDI,Indium,铟,TPT-ZH-OmniPack/original,401,401,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,IN,src/simulation/elements/IN.cpp,5d9b99471590428e6430e9070c25a0907710c222,Indium: Very soft low-melting conductive metal with moderate acid reactivity and a lower boiling point than gallium.,铟：非常柔软的低熔点导电金属，具有中等酸反应性，沸点低于镓。,GPL-3.0-only,Original family-generated physical and bounded acid oxidation and vaporisation implementation.,INDI,铟,Indium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling its own molten LAVA phase below 429.75 K.,Low-temperature conductive seals acid chemistry and future solder or electronic-material feedstock.,Acid or hot oxygen releases bounded heat hydrogen or finite fire and molten indium remains hot.,Remove acid oxygen and heat then use refractory containment.,Vent hydrogen cool generic salt residue and cool molten indium for direct recovery.,implemented,runtime-tested
OMNI_PT_SB,ANTM,Antimony,锑,TPT-ZH-OmniPack/original,402,402,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,SB,src/simulation/elements/SB.cpp,2eeab9f39b503e580b259ac6897dc9e177e5244c,Antimony: Toxic brittle conductive metalloid whose warm-acid and hot-oxygen reactions leave brittle residue.,锑：有毒、脆而导电的类金属，接触温热酸液或高温氧气后会留下脆性残渣。,GPL-3.0-only,Original family-generated antimony proxy with bounded acid oxidation and vaporisation paths.,ANTM,锑,Antimony,periodic,TPT-ZH-OmniPack/original,Place directly or cool LAVA(SB) below 903.8 K.,Brittle metalloid acid oxidation melting and vaporisation experiments.,Deadly contact hydrogen fire and molten heat require sealed containment.,Remove acid oxygen and heat then isolate the toxic metalloid.,Vent hydrogen cool salt residue or cool molten antimony for recovery.,implemented,runtime-tested
OMNI_PT_TE,TELL,Tellurium,碲,TPT-ZH-OmniPack/original,403,403,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,TE,src/simulation/elements/TE.cpp,3c3c623a12c2f17374db26c067d454787ecbd7ae,Tellurium: Toxic brittle metalloid conductor that forms a glassy oxide in hot oxygen before vaporising at higher temperatures.,碲：有毒的脆性类金属导体，在高温氧气中形成玻璃态氧化物，温度继续升高时会汽化。,GPL-3.0-only,Original family-generated tellurium implementation with fixed solid movement glassy oxidation and vaporisation.,TELL,碲,Tellurium,periodic,TPT-ZH-OmniPack/original,Place directly or cool LAVA(TE) below 722.7 K.,Fixed metalloid conductor glass-forming oxidation melting and vaporisation experiments.,Deadly contact hot oxygen fire and molten or vapor heat require sealed containment.,Remove oxygen and heat then isolate tellurium from living materials.,Cool molten tellurium or the glassy proxy and wait for finite fire or vapor to expire.,implemented,runtime-tested
OMNI_PT_I,IODI,Iodine,碘,TPT-ZH-OmniPack/original,404,404,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,I,src/simulation/elements/I.cpp,8066533aea4bc4a5d6ae73c5d776d56fabf84eb6,Iodine: Toxic violet-black solid that melts at 386.85 K and forms a purple vapour above 457 K while retaining slower halogen chemistry.,碘：有毒紫黑色固体，在 386.85 K 熔化，并在 457 K 以上形成紫色蒸气，同时保留较慢的卤素化学反应。,GPL-3.0-only,Original family-generated iodine implementation with bounded halidation disinfection melting and vaporisation.,IODI,碘,Iodine,periodic,TPT-ZH-OmniPack/original,Place directly or cool typed LAVA(I) below 386.85 K.,Solid-halogen melting hydrogen-acid metal-halide disinfection and purple-vapour experiments.,Deadly contact hot acid molten iodine and vapour require sealed handling.,Remove hydrogen reactive metal biological targets and heat then isolate the solid.,Cool typed lava and residues or wait for the finite vapour proxy to expire.,implemented,runtime-tested
OMNI_PT_XE,XENO,Xenon,氙,TPT-ZH-OmniPack/original,405,405,SC_GAS,gas,true,,compatible,implemented,runtime-tested,false,XE,src/simulation/elements/XE.cpp,21b160a5bd25df266c6f82528eb12f3103b39b03,Xenon: Dense inert gas with a strong high-energy blue discharge and greater local discharge heating than lighter noble gases.,氙：高密度惰性气体，产生较强的蓝色高能放电和比轻稀有气体更明显的局部加热。,GPL-3.0-only,Original family-generated implementation using the shared bounded noble-gas update.,XENO,氙,Xenon,periodic,TPT-ZH-OmniPack/original,Directly placeable in the unrestricted sandbox with no unlock or production prerequisite.,High-energy discharge lamps and dense inert-gas electrical tests.,Strong discharge heating is game-scaled and bounded but can ignite nearby heat-sensitive content.,Only local 3x3 checks run under the shared 1024-event-per-frame periodic budget.,Erase or vent the gas; all emitted photons have a finite lifetime.,implemented,runtime-tested
OMNI_PT_CS,CAES,Caesium,铯,TPT-ZH-OmniPack/original,406,406,SC_EXPLOSIVE,powder,true,,compatible,implemented,runtime-tested,false,CS,src/simulation/elements/CS.cpp,bcf5accf04dae7269dacce250e46d16c1632f94f,"Caesium: Very low-melting heavy alkali metal that reacts violently with water and hot oxygen, affecting nearby particles.",铯：熔点很低的重质碱金属，遇水和高温氧气会发生剧烈反应并影响附近粒子。,GPL-3.0-only,Original family-generated implementation using the shared bounded alkali-metal update.,CAES,铯,Caesium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling its own molten LAVA phase below 301.59 K.,Violent but bounded water acid oxygen and low-melting metal experiments.,Water contact generates hot hydrogen caustic residue pressure and finite fire.,Use dry containment and remove water acids oxygen and ignition before handling.,Allow a controlled bounded reaction then vent hydrogen and cool generic residues.,implemented,runtime-tested
OMNI_PT_BA,BARI,Barium,钡,TPT-ZH-OmniPack/original,407,407,SC_EXPLOSIVE,powder,true,,compatible,implemented,runtime-tested,false,BA,src/simulation/elements/BA.cpp,546b8791ca6b94ddd4791f42ededd5684168c59a,Barium: Toxic heavy alkaline-earth metal that reacts strongly with water and gives a green flame signature.,钡：有毒的重质碱土金属，遇水反应强烈，并具有的绿色焰色特征。,GPL-3.0-only,Original family-generated implementation with toxicity and a green flame signature.,BARI,钡,Barium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling its own molten LAVA phase below 1000 K.,Strong water reaction acid salt formation and green flame experiments.,Toxic and highly reactive; water acid and hot oxygen release bounded heat pressure hydrogen and fire.,Use sealed dry containment and remove water acids oxygen heat and ignition.,Vent hydrogen cool residues and isolate remaining toxic material.,implemented,runtime-tested
OMNI_PT_LA,LANT,Lanthanum,镧,TPT-ZH-OmniPack/original,408,408,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,LA,src/simulation/elements/LA.cpp,7c49278b856461f61cec1cc4974db90c709968bb,Lanthanum: Reactive soft lanthanide that reversibly stores up to four local hydrogen particles under a temperature cycle.,镧：活泼柔软的镧系金属，可在温度循环中可逆储存最多四个局部氢气粒子。,GPL-3.0-only,Original lanthanide family implementation with bounded reversible hydrogen storage.,LANT,镧,Lanthanum,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(LA) below 1193 K.,Hydrogen storage corrosion oxidation and phase-change experiments.,Hydrogen acid hot oxygen molten lanthanum and vapour require ignition control.,Keep loaded lanthanum cool or remove hydrogen acid oxygen and heat.,Warm the material to release hydrogen then vent it or cool typed lava.,implemented,runtime-tested
OMNI_PT_CE,CERI,Cerium,铈,TPT-ZH-OmniPack/original,409,409,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,CE,src/simulation/elements/CE.cpp,7c49278b856461f61cec1cc4974db90c709968bb,Cerium: Catalytic lanthanide oxygen buffer that absorbs up to four nearby oxygen particles when warm and releases them when hot.,铈：具有催化定位的镧系储氧材料，温热时最多吸收四个邻近氧气粒子并在高温时释放。,GPL-3.0-only,Original lanthanide family implementation with bounded reversible oxygen buffering.,CERI,铈,Cerium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(CE) below 1068 K.,Catalytic oxygen buffering corrosion oxidation and phase-change experiments.,Stored oxygen hot release acid fire molten cerium and vapour require oxidizer control.,Keep buffered material below release temperature or remove oxygen acid and heat.,Heat to release oxygen then vent it or cool typed lava.,implemented,runtime-tested
OMNI_PT_PR,PRAE,Praseodymium,镨,TPT-ZH-OmniPack/original,410,410,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,PR,src/simulation/elements/PR.cpp,7c49278b856461f61cec1cc4974db90c709968bb,Praseodymium: Conductive lanthanide with a moderate magnetic-material glow under local electrical discharge.,镨：导电镧系磁性材料，在局部电气放电下产生中等强度的辉光。,GPL-3.0-only,Original lanthanide family magnetic-response implementation.,PRAE,镨,Praseodymium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(PR) below 1208 K.,Magnetic-material excitation corrosion oxidation and phase-change experiments.,Electrical heating acid fire molten praseodymium and vapour require containment.,Remove discharge acid oxygen and heat to stop all custom reactions.,Wait for finite glow and fire to expire then cool typed lava.,implemented,runtime-tested
OMNI_PT_ND,NEOD,Neodymium,钕,TPT-ZH-OmniPack/original,411,411,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,ND,src/simulation/elements/ND.cpp,7c49278b856461f61cec1cc4974db90c709968bb,Neodymium: Conductive magnetic lanthanide with a stronger electrical excitation response than praseodymium.,钕：导电磁性镧系材料，其电气激励响应强于镨。,GPL-3.0-only,Original lanthanide family magnetic-response implementation.,NEOD,钕,Neodymium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(ND) below 1297 K.,Strong magnet-material excitation corrosion oxidation and phase-change experiments.,Electrical heating acid fire molten neodymium and vapour require containment.,Remove discharge acid oxygen and heat to stop all custom reactions.,Wait for finite glow and fire to expire then cool typed lava.,implemented,runtime-tested
OMNI_PT_PM,PROM,Promethium,钷,TPT-ZH-OmniPack/original,412,412,SC_NUCLEAR,solid,true,,compatible,implemented,runtime-tested,false,PM,src/simulation/elements/PM.cpp,7c49278b856461f61cec1cc4974db90c709968bb,Promethium: Radioactive lanthanide that decays over time into samarium with heat and one short-lived photon.,钷：放射性镧系元素，会随时间衰变为钐，同时放热并发射一个短寿命光子。,GPL-3.0-only,Original lanthanide family radioactive implementation with a bounded compressed decay.,PROM,钷,Promethium,periodic,TPT-ZH-OmniPack/original,Direct placement initializes a 180 to 360 tick decay timer and typed lava retains it.,Bounded radioactive decay heat shielding corrosion and phase-change experiments.,Radioactivity decay heat photons acid fire molten promethium and vapour require shielding.,Limit bulk samples and remove acid oxygen and heat while shielding decay.,Contain samarium and wait for the finite photon to expire.,implemented,runtime-tested
OMNI_PT_SM,SAMA,Samarium,钐,TPT-ZH-OmniPack/original,413,413,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,SM,src/simulation/elements/SM.cpp,7c49278b856461f61cec1cc4974db90c709968bb,Samarium: Magnetic lanthanide that absorbs neutrons and glows when electrically excited.,钐：具有磁性的镧系金属，可吸收中子，并在电激发时发出辉光。,GPL-3.0-only,Original lanthanide family implementation with local neutron capture and magnetic response.,SAMA,钐,Samarium,periodic,TPT-ZH-OmniPack/original,Direct placement cooling typed LAVA(SM) below 1345 K or promethium decay.,Neutron capture magnet-material excitation corrosion and phase-change experiments.,Neutrons electrical heat acid fire molten samarium and vapour require shielding.,Remove neutron and discharge sources plus acid oxygen and heat.,Cool typed lava and wait for finite glow or fire to expire.,implemented,runtime-tested
OMNI_PT_EU,EURO,Europium,铕,TPT-ZH-OmniPack/original,414,414,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,EU,src/simulation/elements/EU.cpp,7c49278b856461f61cec1cc4974db90c709968bb,Europium: Soft reactive lanthanide phosphor that converts a nearby photon to a red-orange fluorescence band.,铕：柔软活泼的镧系荧光材料，会把邻近光子转换为红橙色荧光波段。,GPL-3.0-only,Original lanthanide family fluorescence implementation with cooldown.,EURO,铕,Europium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(EU) below 1099 K.,Red-orange fluorescence corrosion oxidation and phase-change experiments.,Photons acid hot oxygen fire molten europium and vapour require optical containment.,Remove photons acid oxygen and heat to stop excitation and reactions.,Wait for finite glow and photons to expire then cool typed lava.,implemented,runtime-tested
OMNI_PT_GD,GADO,Gadolinium,钆,TPT-ZH-OmniPack/original,415,415,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,GD,src/simulation/elements/GD.cpp,7c49278b856461f61cec1cc4974db90c709968bb,Gadolinium: Strong neutron absorber with the greatest capture heating in the lanthanide family and a magnetic response.,钆：强中子吸收材料，在镧系中具有最高俘获升温并保留磁性响应。,GPL-3.0-only,Original lanthanide family implementation with strong local neutron capture.,GADO,钆,Gadolinium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(GD) below 1585 K.,Strong neutron absorption magnetic excitation corrosion and phase-change experiments.,Neutron capture heat discharge acid fire molten gadolinium and vapour require shielding.,Remove neutron and discharge sources plus acid oxygen and heat.,Cool typed lava and wait for finite glow or fire to expire.,implemented,runtime-tested
OMNI_PT_TB,TERB,Terbium,铽,TPT-ZH-OmniPack/original,416,416,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,TB,src/simulation/elements/TB.cpp,7c49278b856461f61cec1cc4974db90c709968bb,Terbium: Conductive lanthanide phosphor that converts a nearby photon to a green fluorescence band.,铽：导电镧系荧光材料，会把邻近光子转换为绿色荧光波段。,GPL-3.0-only,Original lanthanide family fluorescence implementation with cooldown.,TERB,铽,Terbium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(TB) below 1629 K.,Green fluorescence corrosion oxidation and phase-change experiments.,Photons acid hot oxygen fire molten terbium and vapour require optical containment.,Remove photons acid oxygen and heat to stop excitation and reactions.,Wait for finite glow and photons to expire then cool typed lava.,implemented,runtime-tested
OMNI_PT_DY,DYSP,Dysprosium,镝,TPT-ZH-OmniPack/original,417,417,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,DY,src/simulation/elements/DY.cpp,7c49278b856461f61cec1cc4974db90c709968bb,Dysprosium: Hard magnetic lanthanide with a strong electrical excitation response and good high-temperature stability.,镝：坚硬的磁性镧系金属，电流会使其产生强烈响应，并能在较高温度下保持磁性。,GPL-3.0-only,Original lanthanide family magnetic-response implementation.,DYSP,镝,Dysprosium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(DY) below 1680 K.,Strong magnetic-material excitation corrosion oxidation and phase-change experiments.,Electrical heating acid fire molten dysprosium and vapour require containment.,Remove discharge acid oxygen and heat to stop all custom reactions.,Wait for finite glow and fire to expire then cool typed lava.,implemented,runtime-tested
OMNI_PT_HO,HOLM,Holmium,钬,TPT-ZH-OmniPack/original,418,418,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,HO,src/simulation/elements/HO.cpp,7c49278b856461f61cec1cc4974db90c709968bb,Holmium: Dense magnetic lanthanide with a distinct violet excitation glow and high melting point.,钬：高熔点高密度磁性镧系材料，具有独特的紫色激励辉光。,GPL-3.0-only,Original lanthanide family magnetic-response implementation.,HOLM,钬,Holmium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(HO) below 1734 K.,Violet magnetic-material excitation corrosion oxidation and phase-change experiments.,Electrical heating acid fire molten holmium and vapour require containment.,Remove discharge acid oxygen and heat to stop all custom reactions.,Wait for finite glow and fire to expire then cool typed lava.,implemented,runtime-tested
OMNI_PT_ER,ERBI,Erbium,铒,TPT-ZH-OmniPack/original,419,419,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,ER,src/simulation/elements/ER.cpp,7c49278b856461f61cec1cc4974db90c709968bb,Erbium: Pink-toned lanthanide optical material that emits one green-band photon per excitation cooldown.,铒：粉红色调镧系光学材料，每次激励冷却周期只发射一个绿色波段光子。,GPL-3.0-only,Original lanthanide family photon-amplification proxy with cooldown.,ERBI,铒,Erbium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(ER) below 1802 K.,Green-band photon amplification corrosion oxidation and phase-change experiments.,Photons acid fire molten erbium and vapour require optical and thermal containment.,Remove seed photons acid oxygen and heat to stop emission and reactions.,Wait for finite photons and glow to expire then cool typed lava.,implemented,runtime-tested
OMNI_PT_TM,THUL,Thulium,铥,TPT-ZH-OmniPack/original,420,420,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,TM,src/simulation/elements/TM.cpp,7c49278b856461f61cec1cc4974db90c709968bb,Thulium: Blue-toned lanthanide optical material that emits one blue-band photon per excitation cooldown.,铥：蓝色调镧系光学材料，每次激励冷却周期只发射一个蓝色波段光子。,GPL-3.0-only,Original lanthanide family photon-amplification proxy with cooldown.,THUL,铥,Thulium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(TM) below 1818 K.,Blue-band photon amplification corrosion oxidation and phase-change experiments.,Photons acid fire molten thulium and vapour require optical and thermal containment.,Remove seed photons acid oxygen and heat to stop emission and reactions.,Wait for finite photons and glow to expire then cool typed lava.,implemented,runtime-tested
OMNI_PT_YB,YTTE,Ytterbium,镱,TPT-ZH-OmniPack/original,421,421,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,YB,src/simulation/elements/YB.cpp,7c49278b856461f61cec1cc4974db90c709968bb,Ytterbium: Soft low-melting lanthanide that reacts with warm water into salt residue and hydrogen when nearby reactants are present.,镱：柔软低熔点镧系金属，会与附近物质接触时与温水反应生成盐类残留物和氢气。,GPL-3.0-only,Original lanthanide family implementation with bounded warm-water reaction.,YTTE,镱,Ytterbium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(YB) below 1097 K.,Warm-water reaction low-melting corrosion oxidation and phase-change experiments.,Water hydrogen acid fire molten ytterbium and vapour require ignition control.,Keep dry and remove acid oxygen and heat until reaction is intended.,Vent hydrogen cool salt residue or cool typed lava.,implemented,runtime-tested
OMNI_PT_LU,LUTE,Lutetium,镥,TPT-ZH-OmniPack/original,422,422,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,LU,src/simulation/elements/LU.cpp,7c49278b856461f61cec1cc4974db90c709968bb,Lutetium: Dense hard high-melting lanthanide that absorbs local neutrons with comparatively low capture heating.,镥：高密度坚硬高熔点镧系金属，可吸收局部中子并产生相对较低的俘获升温。,GPL-3.0-only,Original lanthanide family implementation with bounded local neutron capture.,LUTE,镥,Lutetium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(LU) below 1925 K.,Dense neutron absorption corrosion oxidation and high-temperature phase-change experiments.,Neutrons acid fire molten lutetium and vapour require shielded refractory containment.,Remove neutron sources acid oxygen and heat then use refractory shielding.,Cool typed lava or recover typed lutetium scrap.,implemented,runtime-tested
OMNI_PT_HF,HAFN,Hafnium,铪,TPT-ZH-OmniPack/original,423,423,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,HF,src/simulation/elements/HF.cpp,248c516aefcbeae187de95aadb384c22280a678c,Hafnium: Dense refractory transition metal that absorbs local neutrons with heating and a retained capture count.,铪：高密度耐火过渡金属，会吸收局部中子并产生升温和保留的俘获计数。,GPL-3.0-only,Original third-transition-series implementation with bounded local neutron capture.,HAFN,铪,Hafnium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(HF) below 2506 K.,Neutron absorption refractory shielding corrosion and phase-change experiments.,Neutron exposure acid hot oxygen molten heat and metal vapour require controlled containment.,Remove neutron sources acid oxygen and heat then use refractory shielding.,Cool typed lava or recover typed hafnium scrap.,implemented,runtime-tested
OMNI_PT_TA,TANT,Tantalum,钽,TPT-ZH-OmniPack/original,424,424,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,TA,src/simulation/elements/TA.cpp,248c516aefcbeae187de95aadb384c22280a678c,Tantalum: Corrosion-resistant refractory metal that forms a temporary glassy passivation layer from hot oxygen.,钽：耐腐蚀耐火金属，会从高温氧气形成临时玻璃态钝化层。,GPL-3.0-only,Original third-transition-series implementation with bounded temporary passivation.,TANT,钽,Tantalum,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(TA) below 3290 K.,Temporary passivation corrosion resistance refractory conduction and phase-change experiments.,Hot oxygen glass residue extreme molten heat acid and vapour require refractory containment.,Maintain the passive layer or remove oxygen acid and heat.,Cool typed lava and glass or recover typed tantalum scrap.,implemented,runtime-tested
OMNI_PT_RE,RHEN,Rhenium,铼,TPT-ZH-OmniPack/original,425,425,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,RE,src/simulation/elements/RE.cpp,248c516aefcbeae187de95aadb384c22280a678c,Rhenium: Very-high-melting transition metal that combines with hot nickel into a superalloy.,铼：熔点极高的过渡金属，可与高温镍形成高温合金。,GPL-3.0-only,Original third-transition-series implementation with a bounded nickel superalloy proxy route.,RHEN,铼,Rhenium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(RE) below 3459 K.,High-temperature nickel alloy refractory corrosion and phase-change experiments.,Molten nickel alloy heat acid oxygen and metal vapour require refractory containment.,Separate nickel acid oxygen and heat until controlled alloying is intended.,Cool typed TSTL lava or recover typed rhenium scrap.,implemented,runtime-tested
OMNI_PT_OS,OSMI,Osmium,锇,TPT-ZH-OmniPack/original,426,426,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,OS,src/simulation/elements/OS.cpp,248c516aefcbeae187de95aadb384c22280a678c,Osmium: Extremely dense transition metal whose warm oxidation produces toxic vapour and a caustic toxic-oxide.,锇：密度极高的过渡金属，温热氧化会生成有毒蒸气和苛性有毒氧化物。,GPL-3.0-only,Original third-transition-series implementation with bounded toxic-oxide proxy products.,OSMI,锇,Osmium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(OS) below 3306 K.,Extreme-density metal toxic oxidation corrosion and phase-change experiments.,Warm oxygen caustic residue toxic vapour acid molten heat and metal vapour require sealed handling.,Remove oxygen acid and heat then isolate caustic and vapour products.,Neutralise caustic residue and wait for finite typed smoke to expire.,implemented,runtime-tested
OMNI_PT_IR,IRID,Iridium,铱,TPT-ZH-OmniPack/original,427,427,SC_SOLIDS,solid,true,,compatible,implemented,runtime-tested,false,IR,src/simulation/elements/IR.cpp,248c516aefcbeae187de95aadb384c22280a678c,Iridium: Hard corrosion-resistant platinum-group metal that catalyses two nearby peroxide particles into water and oxygen.,铱：坚硬耐腐蚀的铂族金属，可催化附近两份过氧化氢生成水和氧气。,GPL-3.0-only,Original third-transition-series implementation with bounded local peroxide catalysis.,IRID,铱,Iridium,periodic,TPT-ZH-OmniPack/original,Direct placement or cooling typed LAVA(IR) below 2719 K.,Peroxide decomposition platinum-group catalysis corrosion resistance and phase-change experiments.,Peroxide oxygen reaction heat acid molten iridium and vapour require oxidizer control.,Remove peroxide oxygen acid and heat while retaining the catalyst.,Cool typed lava or recover typed iridium scrap and isolate oxygen.,implemented,runtime-tested
